r,w,precision@w-1,precision@1
1,2,0.0,0.0
1,3,0.0,0.0
1,4,0.27777777777777773,0.0
1,5,0.35000000000000003,0.6
1,6,0.4444444444444444,0.9444444444444445
1,7,0.4246031746031746,0.9523809523809524
1,8,0.37499999999999994,0.9583333333333334
1,9,0.39351851851851855,0.9629629629629629
1,10,0.3333333333333333,0.9666666666666667
1,11,0.4666666666666666,0.0
1,12,0.5025252525252524,0.0
1,13,0.5128205128205128,0.3076923076923077
1,14,0.47435897435897445,0.0
1,15,0.4428571428571429,0.6222222222222222
2,2,0.0,0.0
2,3,0.1111111111111111,0.0
2,4,0.2222222222222222,0.125
2,5,0.17500000000000002,0.13333333333333333
2,6,0.2555555555555556,0.0
2,7,0.25,0.0
2,8,0.31249999999999994,0.0
2,9,0.28935185185185186,0.5
2,10,0.35694444444444445,0.25416666666666665
2,11,0.3672014260249554,0.40106951871657753
2,12,0.34469696969696956,0.47222222222222215
2,13,0.3586932073774179,0.46963562753036436
2,14,0.347985347985348,0.5
2,15,0.33888888888888885,0.48888888888888893
3,2,0.05555555555555555,0.05555555555555555
3,3,0.1111111111111111,0.0
3,4,0.08333333333333333,0.0
3,5,0.06666666666666667,0.0
3,6,0.18888888888888888,0.0925925925925926
3,7,0.1693121693121693,0.09523809523809523
3,8,0.19047619047619047,0.09722222222222222
3,9,0.16801697530864199,0.0
3,10,0.2441595441595441,0.0
3,11,0.27070707070707073,0.20202020202020202
3,12,0.26599326599326595,0.20370370370370372
3,13,0.2717459045584045,0.265758547008547
3,14,0.28510378510378503,0.31746031746031744
3,15,0.29470899470899486,0.3185185185185185
4,2,0.0,0.0
4,3,0.06944444444444443,0.0
4,4,0.041666666666666664,0.0
4,5,0.16666666666666666,0.08333333333333333
4,6,0.14722222222222223,0.0
4,7,0.16269841269841265,0.14285714285714285
4,8,0.19315476190476188,0.2340277777777778
4,9,0.18644781144781145,0.2079124579124579
4,10,0.20925925925925917,0.2333333333333333
4,11,0.16893939393939386,0.07575757575757576
4,12,0.17803030303030298,0.15277777777777776
4,13,0.18002136752136758,0.15384615384615385
4,14,0.1910866910866911,0.24503968253968256
4,15,0.18067226890756313,0.24705882352941178
5,2,0.0,0.0
5,3,0.06666666666666667,0.0
5,4,0.13333333333333333,0.09999999999999999
5,5,0.13333333333333333,0.10666666666666667
5,6,0.15555555555555556,0.1111111111111111
5,7,0.12679738562091503,0.0
5,8,0.1619047619047619,0.17499999999999996
5,9,0.17314814814814816,0.1851851851851852
5,10,0.16450885668276963,0.192463768115942
5,11,0.1871515151515151,0.2006060606060606
5,12,0.1863636363636364,0.18333333333333332
5,13,0.19450338933097563,0.1920424403183024
5,14,0.17964078931820857,0.1937019969278034
5,15,0.16854256854256858,0.19959595959595963
