r,w,precision@w-1,precision@1
1,2,1.0,1.0
1,3,1.0,1.0
1,4,1.0,1.0
1,5,1.0,1.0
1,6,1.0,1.0
1,7,1.0,1.0
1,8,0.9928571428571429,1.0
1,9,0.986111111111111,1.0
1,10,0.9822222222222223,1.0
1,11,0.9709090909090909,1.0
1,12,0.9954545454545455,1.0
1,13,0.9884615384615385,1.0
1,14,0.9736263736263737,1.0
1,15,0.9942857142857143,1.0
1,16,0.9949999999999999,1.0
1,17,0.9970588235294118,1.0
1,18,0.9986928104575163,1.0
1,19,0.994736842105263,1.0
1,20,0.9926315789473683,1.0
1,21,0.9933333333333334,1.0
1,22,0.9956709956709957,1.0
1,23,0.9940711462450593,1.0
1,24,0.9971014492753625,1.0
1,25,0.9993333333333334,1.0
1,26,0.9975384615384616,1.0
1,27,0.9903133903133903,1.0
1,28,0.9600529100529099,0.9857142857142858
1,29,0.996305418719212,1.0
1,30,0.9648275862068967,0.9800000000000001
2,2,1.0,1.0
2,3,1.0,1.0
2,4,1.0,1.0
2,5,0.9800000000000001,1.0
2,6,0.9533333333333334,0.9833333333333334
2,7,0.9714285714285715,1.0
2,8,0.9803571428571429,1.0
2,9,0.9875,1.0
2,10,0.9888888888888889,1.0
2,11,0.9945454545454545,1.0
2,12,0.9757575757575758,1.0
2,13,0.9865384615384615,1.0
2,14,0.9697802197802199,1.0
2,15,0.9557142857142857,0.9933333333333334
2,16,0.9949999999999999,1.0
2,17,0.9529411764705882,0.9941176470588236
2,18,0.9359477124183007,0.9722222222222221
2,19,0.952046783625731,1.0
2,20,0.9621052631578946,1.0
2,21,0.9904761904761905,1.0
2,22,0.8389610389610389,0.9545454545454547
2,23,0.6764822134387349,0.7739130434782608
2,24,0.9211956521739131,0.9708333333333332
2,25,0.7651666666666668,0.8560000000000001
2,26,0.813692307692308,0.9653846153846153
2,27,0.9125356125356122,0.9740740740740741
2,28,0.8312169312169312,0.9178571428571429
2,29,0.9895320197044335,0.9965517241379309
2,30,0.8913793103448274,0.9666666666666668
3,2,1.0,1.0
3,3,0.9888888888888889,1.0
3,4,0.9888888888888889,1.0
3,5,0.9866666666666667,1.0
3,6,0.9955555555555555,1.0
3,7,0.9380952380952381,0.9904761904761905
3,8,0.9916666666666668,1.0
3,9,0.9601851851851851,1.0
3,10,0.9185185185185187,0.9866666666666667
3,11,0.9242424242424242,0.9939393939393939
3,12,0.9338383838383837,1.0
3,13,0.9371794871794872,0.9846153846153847
3,14,0.9201465201465204,0.980952380952381
3,15,0.9393650793650792,0.9777777777777779
3,16,0.9069444444444441,0.9875
3,17,0.8299019607843137,0.9176470588235294
3,18,0.8660130718954246,0.9555555555555555
3,19,0.9107212475633528,0.9754385964912281
3,20,0.8584210526315786,0.95
3,21,0.8814285714285717,0.9492063492063492
3,22,0.9085137085137083,0.9878787878787879
3,23,0.8362318840579709,0.9420289855072465
3,24,0.9178743961352659,0.986111111111111
3,25,0.8957777777777777,0.952
3,26,0.9168205128205129,0.9846153846153847
3,27,0.8875593542260207,0.962962962962963
3,28,0.7806878306878307,0.880952380952381
3,29,0.8211822660098521,0.9080459770114941
3,30,0.6528735632183909,0.7755555555555556
4,2,1.0,1.0
4,3,1.0,1.0
4,4,0.9708333333333332,0.9875
4,5,0.9625,1.0
4,6,0.9650000000000001,0.9916666666666668
4,7,0.9797619047619046,1.0
4,8,0.9392857142857144,0.98125
4,9,0.9944444444444445,1.0
4,10,0.9883333333333333,0.9949999999999999
4,11,0.9390909090909089,0.9863636363636366
4,12,0.9375,0.9916666666666668
4,13,0.8378205128205127,0.8923076923076924
4,14,0.8942307692307689,0.9607142857142857
4,15,0.8935714285714287,0.9666666666666668
4,16,0.8495833333333331,0.896875
4,17,0.7900735294117647,0.8647058823529413
4,18,0.9116013071895424,0.9805555555555555
4,19,0.8776315789473681,0.9894736842105264
4,20,0.7648684210526315,0.8724999999999999
4,21,0.8220238095238095,0.9
4,22,0.8380952380952376,0.9409090909090908
4,23,0.8144268774703555,0.8956521739130434
4,24,0.8648550724637681,0.98125
4,25,0.8393333333333333,0.95
4,26,0.8050000000000003,0.9057692307692309
4,27,0.8095441595441593,0.912962962962963
4,28,0.803174603174603,0.9089285714285713
4,29,0.7194581280788177,0.8724137931034482
4,30,0.7785057471264373,0.8966666666666667
5,2,0.9800000000000001,0.9800000000000001
5,3,0.96,0.96
5,4,0.95,1.0
5,5,0.8699999999999999,0.8719999999999999
5,6,0.9506666666666668,0.9933333333333334
5,7,0.9428571428571427,0.9885714285714287
5,8,0.9457142857142857,0.9949999999999999
5,9,0.9527777777777778,0.9955555555555555
5,10,0.9293333333333333,0.992
5,11,0.9283636363636362,0.9818181818181818
5,12,0.9321212121212119,0.9866666666666667
5,13,0.9248717948717946,0.9876923076923078
5,14,0.9246153846153844,0.9742857142857144
5,15,0.8499047619047619,0.9493333333333333
5,16,0.9034999999999995,0.975
5,17,0.8024999999999999,0.9129411764705881
5,18,0.7963398692810453,0.9244444444444444
5,19,0.727485380116959,0.8315789473684211
5,20,0.8279999999999997,0.916
5,21,0.7484761904761906,0.8971428571428571
5,22,0.8239826839826835,0.9327272727272728
5,23,0.9041897233201576,0.9860869565217392
5,24,0.7617391304347825,0.8683333333333334
5,25,0.7488000000000002,0.8864000000000001
5,26,0.6726153846153846,0.826153846153846
5,27,0.8249572649572652,0.9614814814814814
5,28,0.782169312169312,0.8671428571428571
5,29,0.7800985221674874,0.9199999999999999
5,30,0.7730114942528741,0.9039999999999999
6,2,1.0,1.0
6,3,1.0,1.0
6,4,0.975,1.0
6,5,0.9949999999999999,1.0
6,6,0.9244444444444444,0.9388888888888889
6,7,0.9595238095238094,0.9904761904761905
