r,w,precision@w-1,precision@1
1,2,1.0,1.0
1,3,1.0,1.0
1,4,1.0,1.0
1,5,1.0,1.0
1,6,1.0,1.0
1,7,1.0,1.0
1,8,1.0,1.0
1,9,1.0,1.0
1,10,1.0,1.0
1,11,0.8181818181818183,0.909090909090909
1,12,0.6818181818181818,0.4333333333333334
1,13,0.5769230769230769,0.7538461538461538
1,14,0.49450549450549464,0.6000000000000001
1,15,0.42857142857142866,0.6266666666666667
1,16,0.37499999999999994,0.4375
1,17,0.33088235294117646,0.3764705882352941
1,18,0.29411764705882354,0.3888888888888889
1,19,0.2631578947368421,0.2
1,20,0.2336842105263158,0.27
1,21,0.2128571428571429,0.17142857142857143
1,22,0.19480519480519476,0.09090909090909091
1,23,0.17391304347826086,0.2260869565217391
1,24,0.16304347826086957,0.11666666666666667
1,25,0.15,0.144
1,26,0.13846153846153844,0.1769230769230769
1,27,0.12820512820512822,0.05185185185185185
1,28,0.11507936507936509,0.07857142857142858
1,29,0.11083743842364532,0.06206896551724138
1,30,0.10344827586206898,0.04
2,2,1.0,1.0
2,3,1.0,1.0
2,4,1.0,1.0
2,5,1.0,1.0
2,6,1.0,1.0
2,7,1.0,1.0
2,8,1.0,1.0
2,9,1.0,1.0
2,10,0.9988888888888889,1.0
2,11,0.8181818181818181,0.8636363636363636
2,12,0.6818181818181818,0.6250000000000001
2,13,0.5737179487179487,0.5307692307692308
2,14,0.49450549450549436,0.35
2,15,0.4280952380952381,0.40666666666666673
2,16,0.3737499999999999,0.36875
2,17,0.33088235294117646,0.29411764705882354
2,18,0.29411764705882354,0.29444444444444445
2,19,0.2631578947368421,0.2736842105263158
2,20,0.23499999999999996,0.24500000000000002
2,21,0.21142857142857144,0.2
2,22,0.1915584415584416,0.13181818181818183
2,23,0.17569169960474307,0.1347826086956522
2,24,0.16304347826086957,0.15
2,25,0.14933333333333332,0.11600000000000002
2,26,0.1381538461538462,0.13076923076923078
2,27,0.12820512820512817,0.12222222222222223
2,28,0.1186507936507936,0.08928571428571429
2,29,0.1103448275862069,0.11379310344827587
2,30,0.10195402298850578,0.10999999999999999
3,2,1.0,1.0
3,3,1.0,1.0
3,4,1.0,1.0
3,5,1.0,1.0
3,6,1.0,1.0
3,7,0.9952380952380953,0.9904761904761905
3,8,1.0,1.0
3,9,0.999074074074074,1.0
3,10,1.0,1.0
3,11,0.8169696969696965,0.7636363636363636
3,12,0.6797979797979793,0.5944444444444444
3,13,0.5764957264957264,0.6102564102564103
3,14,0.4908424908424909,0.43809523809523815
3,15,0.42793650793650784,0.4533333333333333
3,16,0.37333333333333335,0.4958333333333333
3,17,0.3306372549019608,0.33725490196078434
3,18,0.2941176470588235,0.34814814814814815
3,19,0.2631578947368421,0.2701754385964912
3,20,0.23614035087719282,0.26666666666666666
3,21,0.2134920634920634,0.19682539682539682
3,22,0.19437229437229445,0.1303030303030303
3,23,0.17733860342555982,0.2811594202898551
3,24,0.16304347826086968,0.125
3,25,0.14911111111111114,0.11466666666666667
3,26,0.1378461538461538,0.15128205128205127
3,27,0.1261158594491928,0.09876543209876543
3,28,0.11860670194003527,0.06904761904761905
3,29,0.11026272577996714,0.15172413793103448
3,30,0.10291187739463606,0.11333333333333333
4,2,1.0,1.0
4,3,1.0,1.0
4,4,1.0,1.0
4,5,1.0,1.0
4,6,1.0,1.0
4,7,1.0,1.0
4,8,1.0,1.0
4,9,1.0,1.0
4,10,1.0,1.0
4,11,0.8149999999999993,0.8045454545454545
4,12,0.6810606060606055,0.5041666666666667
4,13,0.5769230769230769,0.6538461538461539
4,14,0.4934065934065936,0.425
4,15,0.428095238095238,0.47000000000000003
4,16,0.3750000000000002,0.38125
4,17,0.33051470588235293,0.34411764705882353
4,18,0.29362745098039233,0.3083333333333333
4,19,0.2619883040935672,0.2710526315789473
4,20,0.2368421052631577,0.2525
4,21,0.21416666666666648,0.21666666666666665
4,22,0.19318181818181823,0.1863636363636364
4,23,0.17588932806324095,0.20217391304347826
4,24,0.16123188405797118,0.14375
4,25,0.148,0.13
4,26,0.13823076923076916,0.13653846153846155
4,27,0.12621082621082627,0.14074074074074075
4,28,0.1182539682539683,0.08214285714285714
4,29,0.10745073891625614,0.13620689655172416
4,30,0.10287356321839078,0.08166666666666667
5,2,1.0,1.0
5,3,1.0,1.0
5,4,0.9966666666666667,0.99
5,5,1.0,1.0
5,6,1.0,1.0
5,7,1.0,1.0
5,8,1.0,1.0
5,9,0.9977777777777778,1.0
5,10,1.0,1.0
5,11,0.8181818181818175,0.7418181818181818
5,12,0.679090909090909,0.4766666666666667
5,13,0.5715384615384614,0.6369230769230769
5,14,0.4945054945054948,0.41714285714285715
5,15,0.4270476190476189,0.4613333333333333
5,16,0.3735000000000003,0.37
5,17,0.3242647058823529,0.3835294117647059
5,18,0.2900653594771244,0.2866666666666666
5,19,0.25766081871345026,0.30736842105263157
5,20,0.23526315789473662,0.23400000000000004
5,21,0.21285714285714263,0.20571428571428574
5,22,0.19445887445887436,0.17090909090909093
5,23,0.17644268774703548,0.17913043478260868
5,24,0.16101449275362326,0.14
5,25,0.14973333333333333,0.13599999999999998
5,26,0.1376615384615384,0.11692307692307691
5,27,0.12615384615384623,0.1303703703703704
5,28,0.11587301587301593,0.06428571428571428
5,29,0.10827586206896549,0.11586206896551725
5,30,0.10308045977011489,0.124
6,2,1.0,1.0
6,3,1.0,1.0
6,4,1.0,1.0
6,5,1.0,1.0
6,6,1.0,1.0
6,7,0.9992063492063492,1.0
6,8,0.9988095238095239,1.0
6,9,1.0,1.0
6,10,0.9996296296296296,1.0
6,11,0.8115151515151506,0.7636363636363637
6,12,0.6792929292929294,0.6694444444444444
6,13,0.5747863247863247,0.6128205128205129
