r,w,precision@w-1,precision@1
1,2,1.0,1.0
1,3,1.0,1.0
1,4,1.0,1.0
1,5,1.0,1.0
1,6,1.0,1.0
1,7,1.0,1.0
1,8,1.0,1.0
1,9,1.0,1.0
1,10,1.0,1.0
1,11,0.8181818181818183,0.8363636363636363
1,12,0.6818181818181818,0.6666666666666667
1,13,0.5769230769230769,0.5384615384615385
1,14,0.49450549450549464,0.5142857142857142
1,15,0.42857142857142866,0.38666666666666666
1,16,0.37499999999999994,0.3125
1,17,0.31544117647058817,0.2705882352941177
1,18,0.29411764705882354,0.31111111111111117
1,19,0.2631578947368421,0.3052631578947368
1,20,0.2368421052631579,0.34
1,21,0.21380952380952384,0.2095238095238095
1,22,0.19480519480519476,0.2727272727272727
1,23,0.17786561264822134,0.15652173913043477
1,24,0.16304347826086957,0.19166666666666668
1,25,0.15,0.184
1,26,0.13846153846153844,0.12307692307692308
1,27,0.12820512820512822,0.14074074074074075
1,28,0.11904761904761904,0.14285714285714285
1,29,0.11059113300492614,0.13793103448275862
1,30,0.10344827586206898,0.13333333333333333
2,2,1.0,1.0
2,3,1.0,1.0
2,4,1.0,1.0
2,5,1.0,1.0
2,6,1.0,1.0
2,7,1.0,1.0
2,8,1.0,1.0
2,9,0.9944444444444445,1.0
2,10,0.99,1.0
2,11,0.8118181818181819,0.7454545454545455
2,12,0.6727272727272726,0.6833333333333333
2,13,0.5769230769230769,0.5692307692307692
2,14,0.49450549450549436,0.47857142857142854
2,15,0.42428571428571427,0.48
2,16,0.3749999999999999,0.35625
2,17,0.3305147058823529,0.31176470588235294
2,18,0.28856209150326795,0.2555555555555556
2,19,0.2628654970760234,0.27368421052631575
2,20,0.23657894736842106,0.22499999999999995
2,21,0.21380952380952384,0.23333333333333334
2,22,0.19480519480519484,0.21818181818181817
2,23,0.1743083003952569,0.19130434782608696
2,24,0.15905797101449276,0.17916666666666667
2,25,0.15,0.11200000000000002
2,26,0.1384615384615385,0.16153846153846155
2,27,0.12820512820512817,0.14444444444444443
2,28,0.11891534391534386,0.1357142857142857
2,29,0.10788177339901477,0.09655172413793105
2,30,0.10344827586206899,0.10999999999999999
3,2,1.0,1.0
3,3,1.0,1.0
3,4,1.0,1.0
3,5,1.0,1.0
3,6,1.0,1.0
3,7,1.0,1.0
3,8,1.0,1.0
3,9,0.9564814814814815,0.9925925925925926
3,10,0.9562962962962963,0.9866666666666667
3,11,0.8175757575757571,0.7818181818181819
3,12,0.6818181818181813,0.7222222222222222
3,13,0.5700854700854701,0.5230769230769231
3,14,0.49230769230769234,0.4666666666666667
3,15,0.4285714285714285,0.39555555555555555
3,16,0.375,0.3375
3,17,0.32622549019607844,0.3764705882352941
3,18,0.29281045751633983,0.2703703703703703
3,19,0.24756335282651074,0.23859649122807017
3,20,0.2345614035087718,0.24000000000000005
3,21,0.21301587301587288,0.18095238095238092
3,22,0.193939393939394,0.20606060606060606
3,23,0.17773386034255587,0.17681159420289855
3,24,0.16243961352657016,0.17777777777777778
3,25,0.14844444444444443,0.12266666666666666
3,26,0.1372307692307692,0.15128205128205127
3,27,0.12801519468186134,0.13580246913580246
3,28,0.11904761904761904,0.09523809523809523
3,29,0.10985221674876847,0.12873563218390802
3,30,0.10061302681992342,0.1
4,2,1.0,1.0
4,3,1.0,1.0
4,4,1.0,1.0
4,5,1.0,1.0
4,6,1.0,1.0
4,7,1.0,1.0
4,8,0.9776785714285715,0.99375
4,9,0.9951388888888889,1.0
4,10,1.0,1.0
4,11,0.7922727272727267,0.7681818181818182
4,12,0.6803030303030297,0.65
4,13,0.5650641025641026,0.5384615384615385
4,14,0.4945054945054947,0.4607142857142857
4,15,0.4285714285714285,0.3866666666666666
4,16,0.37416666666666687,0.384375
4,17,0.32812499999999994,0.31764705882352945
4,18,0.2926470588235296,0.31666666666666665
4,19,0.2619883040935672,0.25263157894736843
4,20,0.23315789473684193,0.2625
4,21,0.2142857142857141,0.19523809523809527
4,22,0.19264069264069267,0.2022727272727273
4,23,0.17737154150197612,0.1782608695652174
4,24,0.1607789855072465,0.16875
4,25,0.14941666666666667,0.182
4,26,0.13730769230769227,0.1326923076923077
4,27,0.12720797720797727,0.13518518518518519
4,28,0.11746031746031751,0.13214285714285715
4,29,0.10763546798029552,0.11206896551724137
4,30,0.10178160919540229,0.125
5,2,1.0,1.0
5,3,1.0,1.0
5,4,1.0,1.0
5,5,0.9899999999999999,1.0
5,6,1.0,1.0
5,7,0.9666666666666668,1.0
5,8,0.9507142857142858,0.9400000000000001
5,9,0.968888888888889,1.0
5,10,0.9648888888888889,1.0
5,11,0.8178181818181811,0.8363636363636363
5,12,0.6754545454545452,0.6933333333333334
5,13,0.5764102564102563,0.5692307692307692
5,14,0.4863736263736267,0.5399999999999999
5,15,0.4268571428571427,0.472
5,16,0.3705000000000004,0.3825
5,17,0.32941176470588235,0.3294117647058824
5,18,0.2883660130718957,0.2866666666666667
5,19,0.26046783625730996,0.2442105263157895
5,20,0.23578947368421033,0.266
5,21,0.21285714285714263,0.24761904761904757
5,22,0.19333333333333325,0.20545454545454547
5,23,0.17612648221343868,0.1756521739130435
5,24,0.15942028985507253,0.16166666666666665
5,25,0.1486,0.15200000000000002
5,26,0.13599999999999993,0.1523076923076923
5,27,0.1247293447293448,0.11407407407407408
5,28,0.11571428571428577,0.1157142857142857
5,29,0.10847290640394085,0.10206896551724139
5,30,0.10229885057471262,0.10533333333333332
6,2,1.0,1.0
6,3,1.0,1.0
6,4,1.0,1.0
6,5,0.925,0.9266666666666665
6,6,1.0,1.0
6,7,0.9976190476190476,1.0
6,8,0.9988095238095239,1.0
6,9,0.9824074074074074,1.0
6,10,1.0,1.0
6,11,0.8121212121212112,0.8393939393939395
