r,w,diameter,precision@w-1,precision@1,triplet
1,2,0.16966029125480347,0.0,0.0,0.8130434782608695
1,3,0.24060516398223367,0.016666666666666666,0.03333333333333333,0.7731884057971014
1,4,0.24020578844532742,0.25,0.075,0.8369565217391305
1,5,0.2529764933436721,0.55,0.4600000000000001,0.8999999999999998
1,6,0.2850668834050747,0.5433333333333332,0.4666666666666667,0.8553623188405798
1,7,0.25804988032767645,0.7976190476190477,0.7714285714285714,0.9366459627329192
1,8,0.2811338119146766,0.7500000000000001,0.6625,0.8989389233954451
1,9,0.3106392751682935,0.8152777777777779,0.7,0.9296497584541065
1,10,0.26548670904063,0.8911111111111112,0.8600000000000001,0.956328502415459
2,2,0.20282905201166673,0.05,0.05,0.8458333333333334
2,3,0.23574840806322675,0.10833333333333332,0.06666666666666667,0.8343333333333334
2,4,0.2119093800688266,0.3666666666666667,0.3125,0.8815705128205129
2,5,0.2678217941036004,0.44499999999999995,0.34,0.8733333333333334
2,6,0.26086284722619213,0.7116666666666667,0.6666666666666666,0.9115476190476188
2,7,0.23108356016775372,0.7226190476190477,0.6071428571428571,0.9300903119868634
2,8,0.23154911495407351,0.8357142857142857,0.74375,0.9658035714285713
2,9,0.2665761484226249,0.8937500000000002,0.8444444444444444,0.9690860215053764
2,10,0.21994803305400162,0.8927777777777779,0.845,0.96640625
3,2,0.2180549133039959,0.1,0.1,0.8219999999999998
3,3,0.2447597891507945,0.15,0.13333333333333333,0.8555555555555557
3,4,0.23605522675474444,0.38888888888888884,0.2833333333333333,0.9008620689655172
3,5,0.23567434783749563,0.5966666666666668,0.5399999999999999,0.9208602150537633
3,6,0.2738337529415348,0.5844444444444445,0.5444444444444445,0.9076767676767676
3,7,0.2756075732786461,0.6801587301587302,0.5190476190476191,0.9325850340136055
3,8,0.24237355362570515,0.825957556935818,0.7009057971014492,0.9486593736593738
3,9,0.21726451701787425,0.8532407407407406,0.6962962962962962,0.9573717948717949
3,10,0.318045308090084,0.801851851851852,0.6044444444444443,0.9241477677934672
4,2,0.20354978072228075,0.0125,0.0125,0.8182692307692309
4,3,0.21511035460974695,0.16666666666666669,0.09166666666666666,0.8666666666666668
4,4,0.21491779276684028,0.4145833333333334,0.31875,0.912109375
4,5,0.2703973075000214,0.42750000000000005,0.35,0.8672142857142859
4,6,0.2163138299966035,0.7408333333333333,0.6958333333333334,0.9468859649122807
4,7,0.27444848654173615,0.6779761904761904,0.6821428571428572,0.9234030197444835
4,8,0.27117964794916233,0.7467165898617512,0.5949596774193548,0.9410018215795832
4,9,0.21585856273137427,0.8952001633986928,0.7901960784313726,0.9705765929303164
4,10,0.2500214662533959,0.8402327327327328,0.7927702702702702,0.9554329618372173
5,2,0.20625568757158627,0.06999999999999999,0.06999999999999999,0.8462962962962962
5,3,0.24556180514696252,0.1866666666666667,0.18,0.8555913978494625
5,4,0.22235816950340523,0.39333333333333337,0.305,0.9190476190476191
5,5,0.24136655123461406,0.49000000000000005,0.396,0.9252051282051283
5,6,0.23955369180605662,0.7193333333333334,0.7233333333333334,0.9438294573643413
5,7,0.22202795040224138,0.7080952380952381,0.5542857142857143,0.9401519756838909
5,8,0.23953837457989618,0.7979120879120879,0.6735256410256412,0.955504948646125
5,9,0.21759275928863864,0.8359431524547803,0.7082170542635658,0.9586549865229109
5,10,0.2610192432819377,0.8092860520094562,0.7525957446808512,0.923691821361313
