r,w,precision@w-1,precision@1
1,2,0.8,0.8
1,3,0.8,0.8
1,4,0.7833333333333333,0.75
1,5,0.6,0.64
1,6,0.18,0.2333333333333333
1,7,0.6428571428571429,0.6857142857142857
1,8,0.6785714285714286,0.725
1,9,0.20972222222222223,0.17777777777777776
1,10,0.48888888888888893,0.52
1,11,0.2545454545454546,0.32727272727272727
1,12,0.2474747474747475,0.2777777777777778
1,13,0.3576923076923077,0.3230769230769231
1,14,0.25934065934065936,0.32857142857142857
1,15,0.09653679653679652,0.14484848484848484
1,16,0.14795454545454545,0.1806818181818182
1,17,0.14047619047619048,0.11764705882352941
1,18,0.1718954248366013,0.17777777777777776
1,19,0.1393240044555834,0.14035087719298245
1,20,0.13421052631578947,0.09000000000000001
1,21,0.14507936507936509,0.19365079365079363
1,22,0.09887955182072827,0.1181818181818182
1,23,0.0740208408192598,0.10513833992094863
1,24,0.09375696767001115,0.1544871794871795
1,25,0.10381318681318681,0.10685714285714284
1,26,0.04612587412587412,0.07342657342657342
1,27,0.0868945868945869,0.1037037037037037
1,28,0.0473540326197331,0.06897860593512767
1,29,0.06765188834154352,0.10160919540229885
1,30,0.09417624521072795,0.1622222222222222
1,31,0.06866499092305543,0.1064516129032258
1,32,0.024059139784946233,0.1
1,33,0.0668560606060606,0.04242424242424243
1,34,0.06231353785533352,0.034055727554179564
1,35,0.04590145148968679,0.03428571428571429
1,36,0.05285714285714286,0.02777777777777778
1,37,0.02293111388699624,0.05981717011128775
1,38,0.05253268305899885,0.06691729323308271
1,39,0.033481781376518215,0.11692307692307694
1,40,0.04867521367521367,0.05
1,41,0.04417801710484638,0.09287298067785872
1,42,0.040276422764227646,0.05085714285714286
1,43,0.034588409007013654,0.05671834625322998
1,44,0.02940199335548172,0.031818181818181815
1,45,0.03797979797979798,0.06222222222222222
1,46,0.029275362318840575,0.08043478260869565
1,47,0.03641102447762947,0.05626477541371159
1,48,0.022055266856227735,0.02966589861751152
1,49,0.03961522108843537,0.07057823129251702
1,50,0.01679818594104308,0.013333333333333332
2,2,0.4333333333333333,0.4333333333333333
2,3,0.6666666666666667,0.7
2,4,0.5327777777777778,0.5154761904761904
2,5,0.4383333333333333,0.4066666666666666
2,6,0.4878787878787879,0.5808441558441558
2,7,0.7059523809523809,0.7607142857142858
2,8,0.6054834054834054,0.6868686868686869
2,9,0.4930555555555555,0.6055555555555555
2,10,0.6330555555555556,0.6606818181818183
2,11,0.5361818181818183,0.6254545454545455
2,12,0.43448717948717946,0.4553846153846154
2,13,0.29040871409292457,0.3116252168883748
2,14,0.31483516483516477,0.33571428571428574
2,15,0.15468083785238235,0.2541514536849222
2,16,0.1255975308641975,0.15147222222222223
2,17,0.2502888655462185,0.2865546218487395
2,18,0.24349673202614378,0.2994444444444444
2,19,0.1339982672731211,0.11331384015594544
2,20,0.08190342075925601,0.12824414715719062
2,21,0.10674743066047414,0.13678212373864546
2,22,0.0695943199414153,0.11326435712624972
2,23,0.10620553359683793,0.11686956521739131
2,24,0.10496945154873542,0.18836056644880175
2,25,0.14734615384615385,0.16276923076923078
2,26,0.08969582299421011,0.1653599163679809
2,27,0.0646963919670792,0.0803897682495158
2,28,0.10074745965550562,0.1236309977689288
2,29,0.08367354221937906,0.09919532652922056
2,30,0.07658365831746886,0.07464235624123422
2,31,0.04904711981566821,0.0910426267281106
2,32,0.0646180306110549,0.06207055518697394
2,33,0.045952280794763045,0.06740272911672505
2,34,0.05478778406886675,0.06399710703953712
2,35,0.05769918662652226,0.07755538579067991
2,36,0.03931795253900518,0.048680259206575
2,37,0.051627645221539765,0.0585934970763833
2,38,0.03120379565265365,0.03845856780315569
2,39,0.04001683669314053,0.04839489841761094
2,40,0.044966659905684304,0.07176829268292682
2,41,0.03291196283391405,0.058836943897389284
2,42,0.029122094680691813,0.02369815396037933
2,43,0.047583018714732264,0.11894714407502131
2,44,0.026860565950853225,0.034015031073854604
