r,w,precision@w-1,precision@1,triplet
1,2,0.0,0.0,0.0
1,3,0.25,0.0,0.0
1,4,0.35416666666666663,0.5625,0.0
2,2,0.25,0.25,0.0
2,3,0.2708333333333333,0.41666666666666663,0.0
2,4,0.22916666666666663,0.1875,0.0
3,2,0.0,0.0,0.0
3,3,0.1388888888888889,0.16666666666666666,0.0
3,4,0.1597222222222222,0.25,0.0
4,2,0.125,0.125,0.0
4,3,0.16666666666666666,0.16666666666666666,0.0
4,4,0.19791666666666666,0.1875,0.0
5,2,0.1,0.1,0.0
5,3,0.06666666666666667,0.0,0.0
5,4,0.14583333333333334,0.1625,0.0
