log_name,method,I_comp,I_nn,I_prec,I_tri
CCC19,Activity-Context N-Grams PMI w_3,0.001,0.0092,0.0004,0.0087
CCC19,Activity-Context N-Grams PMI w_5,0.0007,0.0623,0.0784,0.0096
CCC19,Activity-Context N-Grams PMI w_9,0.0,0.0531,0.064,0.0
CCC19,Activity-Context N-Grams PPMI w_3,0.001,0.0092,0.0004,0.0087
CCC19,Activity-Context N-Grams PPMI w_5,0.0007,0.0623,0.0784,0.0096
CCC19,Activity-Context N-Grams PPMI w_9,0.0,0.0531,0.064,0.0
CCC19,Activity-Context N-Grams w_3,0.001,0.0117,0.0018,0.009
CCC19,Activity-Context N-Grams w_5,0.0015,0.0623,0.0784,0.0096
CCC19,Activity-Context N-Grams w_9,0.0,0.0531,0.064,0.0
CCC19,Bose 2009 Substitution Scores w_3,0.2008,0.0049,0.0031,0.2173
CCC19,Bose 2009 Substitution Scores w_5,0.2789,0.0688,0.0913,0.2365
CCC19,Bose 2009 Substitution Scores w_9,0.4139,0.0657,0.0687,0.2176
CCC19,Chiorrini 2022 Embedding Process Structure,0.8684,0.372,0.4054,0.7569
CCC19,De Koninck 2018 act2vec CBOW w_3,0.722,0.1204,0.1017,0.767
CCC19,De Koninck 2018 act2vec CBOW w_5,0.6831,0.075,0.0657,0.6864
CCC19,De Koninck 2018 act2vec CBOW w_9,0.5872,0.029,0.0235,0.5482
CCC19,De Koninck 2018 act2vec skip-gram w_3,0.55,0.0181,0.0155,0.641
CCC19,De Koninck 2018 act2vec skip-gram w_5,0.4931,0.0105,0.013,0.5697
CCC19,De Koninck 2018 act2vec skip-gram w_9,0.3875,0.0055,0.0043,0.4196
CCC19,Gamallo Fernandez 2023 Context Based w_3,0.2921,0.0533,0.046,0.5639
CCC19,Unit Distance,0.0,0.0531,0.064,0.0
Env Permit,Activity-Activitiy Co Occurrence Bag Of Words PMI w_3,0.7988,0.6327,0.7016,0.8166
Env Permit,Activity-Activitiy Co Occurrence Bag Of Words PMI w_5,0.7023,0.5355,0.5381,0.6449
Env Permit,Activity-Activitiy Co Occurrence Bag Of Words PMI w_9,0.6778,0.4991,0.5125,0.5338
Env Permit,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_3,0.7755,0.6311,0.7007,0.8156
Env Permit,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_5,0.5823,0.5203,0.532,0.638
Env Permit,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_9,0.5281,0.5162,0.5252,0.5294
Env Permit,Activity-Activitiy Co Occurrence Bag Of Words w_3,0.6685,0.5618,0.6274,0.7806
Env Permit,Activity-Activitiy Co Occurrence Bag Of Words w_5,0.4991,0.5099,0.5252,0.6304
Env Permit,Activity-Activitiy Co Occurrence Bag Of Words w_9,0.4531,0.5158,0.5252,0.5291
Env Permit,Activity-Activitiy Co Occurrence N-Gram PMI w_3,0.8211,0.6454,0.6996,0.8099
Env Permit,Activity-Activitiy Co Occurrence N-Gram PMI w_5,0.7105,0.5388,0.5463,0.6117
Env Permit,Activity-Activitiy Co Occurrence N-Gram PMI w_9,0.7083,0.503,0.5105,0.5093
Env Permit,Activity-Activitiy Co Occurrence N-Gram PPMI w_3,0.7722,0.6406,0.6954,0.8084
Env Permit,Activity-Activitiy Co Occurrence N-Gram PPMI w_5,0.5841,0.5403,0.5443,0.6082
Env Permit,Activity-Activitiy Co Occurrence N-Gram PPMI w_9,0.513,0.5029,0.5105,0.5079
Env Permit,Activity-Activitiy Co Occurrence N-Gram w_3,0.6682,0.5879,0.6537,0.7869
Env Permit,Activity-Activitiy Co Occurrence N-Gram w_5,0.4849,0.5303,0.5349,0.6044
Env Permit,Activity-Activitiy Co Occurrence N-Gram w_9,0.4385,0.4987,0.5071,0.5079
Env Permit,Activity-Context Bag Of Words PMI w_3,0.6571,0.6593,0.7349,0.7532
Env Permit,Activity-Context Bag Of Words PMI w_5,0.2957,0.5365,0.5636,0.5421
Env Permit,Activity-Context Bag Of Words PMI w_9,0.1813,0.5081,0.531,0.49
Env Permit,Activity-Context Bag Of Words PPMI w_3,0.5183,0.6702,0.7404,0.7527
Env Permit,Activity-Context Bag Of Words PPMI w_5,0.2434,0.5366,0.5636,0.541
Env Permit,Activity-Context Bag Of Words PPMI w_9,0.179,0.5088,0.531,0.4908
Env Permit,Activity-Context Bag Of Words w_3,0.692,0.665,0.7204,0.7526
Env Permit,Activity-Context Bag Of Words w_5,0.4355,0.5373,0.5474,0.5404
Env Permit,Activity-Context Bag Of Words w_9,0.3797,0.5036,0.5281,0.4906
Env Permit,Activity-Context N-Grams PMI w_3,0.5586,0.6872,0.7467,0.7543
Env Permit,Activity-Context N-Grams PMI w_5,0.2563,0.5401,0.5643,0.5386
Env Permit,Activity-Context N-Grams PMI w_9,0.1666,0.4997,0.5123,0.4735
Env Permit,Activity-Context N-Grams PPMI w_3,0.5017,0.6877,0.7467,0.753
Env Permit,Activity-Context N-Grams PPMI w_5,0.2403,0.5401,0.5643,0.538
Env Permit,Activity-Context N-Grams PPMI w_9,0.1667,0.4997,0.5123,0.4735
Env Permit,Activity-Context N-Grams w_3,0.6906,0.6706,0.7235,0.7516
Env Permit,Activity-Context N-Grams w_5,0.4353,0.5411,0.563,0.5378
Env Permit,Activity-Context N-Grams w_9,0.3711,0.4968,0.5117,0.4732
Env Permit,Bose 2009 Substitution Scores w_3,0.7182,0.6441,0.6733,0.7902
Env Permit,Bose 2009 Substitution Scores w_5,0.6228,0.5421,0.5488,0.6536
Env Permit,Bose 2009 Substitution Scores w_9,0.6643,0.4701,0.4852,0.535
Env Permit,Chiorrini 2022 Embedding Process Structure,0.8775,0.4077,0.4923,0.7591
Env Permit,De Koninck 2018 act2vec CBOW w_3,0.839,0.5586,0.607,0.8597
Env Permit,De Koninck 2018 act2vec CBOW w_5,0.8306,0.5291,0.5675,0.8478
Env Permit,De Koninck 2018 act2vec CBOW w_9,0.8184,0.4993,0.5175,0.8396
Env Permit,De Koninck 2018 act2vec skip-gram w_3,0.7812,0.5165,0.5518,0.8426
Env Permit,De Koninck 2018 act2vec skip-gram w_5,0.7664,0.4877,0.514,0.8313
Env Permit,De Koninck 2018 act2vec skip-gram w_9,0.7579,0.4655,0.4995,0.8279
Env Permit,Gamallo Fernandez 2023 Context Based w_3,0.3315,0.0202,0.0173,0.3765
Env Permit,Unit Distance,0.0393,0.0535,0.072,0.0
Helpdesk,Activity-Activitiy Co Occurrence Bag Of Words PMI w_3,0.7284,0.5356,0.601,0.661
Helpdesk,Activity-Activitiy Co Occurrence Bag Of Words PMI w_5,0.7412,0.518,0.5719,0.6449
Helpdesk,Activity-Activitiy Co Occurrence Bag Of Words PMI w_9,0.6468,0.4516,0.5066,0.56
Helpdesk,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_3,0.7111,0.5371,0.6007,0.6593
Helpdesk,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_5,0.6886,0.5135,0.5649,0.6428
Helpdesk,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_9,0.6263,0.4397,0.4996,0.5537
Helpdesk,Activity-Activitiy Co Occurrence Bag Of Words w_3,0.7068,0.5857,0.6523,0.6703
Helpdesk,Activity-Activitiy Co Occurrence Bag Of Words w_5,0.7009,0.5929,0.6252,0.6725
Helpdesk,Activity-Activitiy Co Occurrence Bag Of Words w_9,0.6395,0.5346,0.5555,0.6013
Helpdesk,Activity-Activitiy Co Occurrence N-Gram PMI w_3,0.7834,0.5593,0.6208,0.6696
Helpdesk,Activity-Activitiy Co Occurrence N-Gram PMI w_5,0.752,0.5225,0.5598,0.6172
Helpdesk,Activity-Activitiy Co Occurrence N-Gram PMI w_9,0.7493,0.5411,0.5752,0.5995
Helpdesk,Activity-Activitiy Co Occurrence N-Gram PPMI w_3,0.7164,0.5661,0.6134,0.6667
Helpdesk,Activity-Activitiy Co Occurrence N-Gram PPMI w_5,0.6581,0.548,0.5684,0.6155
Helpdesk,Activity-Activitiy Co Occurrence N-Gram PPMI w_9,0.6359,0.5426,0.5764,0.5938
Helpdesk,Activity-Activitiy Co Occurrence N-Gram w_3,0.7216,0.6435,0.6915,0.6905
Helpdesk,Activity-Activitiy Co Occurrence N-Gram w_5,0.6676,0.5836,0.5934,0.6356
Helpdesk,Activity-Activitiy Co Occurrence N-Gram w_9,0.6463,0.5639,0.5649,0.6132
Helpdesk,Activity-Context Bag Of Words PMI w_3,0.5276,0.4694,0.4927,0.5999
Helpdesk,Activity-Context Bag Of Words PMI w_5,0.354,0.4818,0.5042,0.5728
Helpdesk,Activity-Context Bag Of Words PMI w_9,0.2361,0.514,0.5291,0.5536
Helpdesk,Activity-Context Bag Of Words PPMI w_3,0.3155,0.4694,0.4341,0.6052
Helpdesk,Activity-Context Bag Of Words PPMI w_5,0.263,0.4806,0.4887,0.5857
Helpdesk,Activity-Context Bag Of Words PPMI w_9,0.1691,0.5225,0.5391,0.5472
Helpdesk,Activity-Context Bag Of Words w_3,0.5913,0.5825,0.6118,0.629
Helpdesk,Activity-Context Bag Of Words w_5,0.5203,0.5216,0.5028,0.5922
Helpdesk,Activity-Context Bag Of Words w_9,0.4551,0.508,0.5079,0.5437
Helpdesk,Activity-Context N-Grams PMI w_3,0.4367,0.4714,0.4812,0.5955
Helpdesk,Activity-Context N-Grams PMI w_5,0.2913,0.4868,0.4925,0.5396
Helpdesk,Activity-Context N-Grams PMI w_9,0.1842,0.5352,0.5385,0.5545
Helpdesk,Activity-Context N-Grams PPMI w_3,0.3023,0.4901,0.4902,0.6092
Helpdesk,Activity-Context N-Grams PPMI w_5,0.2098,0.5001,0.4948,0.5558
Helpdesk,Activity-Context N-Grams PPMI w_9,0.1554,0.535,0.5405,0.5528
Helpdesk,Activity-Context N-Grams w_3,0.5926,0.5839,0.6122,0.6292
Helpdesk,Activity-Context N-Grams w_5,0.4864,0.5511,0.5458,0.5605
Helpdesk,Activity-Context N-Grams w_9,0.4634,0.5432,0.5325,0.5524
Helpdesk,Bose 2009 Substitution Scores w_3,0.7254,0.5017,0.4937,0.642
Helpdesk,Bose 2009 Substitution Scores w_5,0.7753,0.437,0.4186,0.548
Helpdesk,Bose 2009 Substitution Scores w_9,0.818,0.3966,0.37,0.5303
Helpdesk,Chiorrini 2022 Embedding Process Structure,0.8784,0.4327,0.5345,0.7537
Helpdesk,De Koninck 2018 act2vec CBOW w_3,0.7216,0.3655,0.3801,0.7225
Helpdesk,De Koninck 2018 act2vec CBOW w_5,0.7216,0.3576,0.3495,0.7152
Helpdesk,De Koninck 2018 act2vec CBOW w_9,0.7177,0.3357,0.3338,0.7063
Helpdesk,De Koninck 2018 act2vec skip-gram w_3,0.6975,0.3627,0.3724,0.738
Helpdesk,De Koninck 2018 act2vec skip-gram w_5,0.6915,0.3537,0.3503,0.7354
Helpdesk,De Koninck 2018 act2vec skip-gram w_9,0.6833,0.3348,0.3327,0.7322
Helpdesk,Gamallo Fernandez 2023 Context Based w_3,0.3254,0.0587,0.0462,0.4084
Helpdesk,Unit Distance,0.0701,0.075,0.063,0.0
Hospital Billing,Activity-Activitiy Co Occurrence Bag Of Words PMI w_3,0.9603,0.9299,0.9558,0.9285
Hospital Billing,Activity-Activitiy Co Occurrence Bag Of Words PMI w_5,0.945,0.9017,0.9362,0.9172
Hospital Billing,Activity-Activitiy Co Occurrence Bag Of Words PMI w_9,0.9453,0.8951,0.9326,0.9202
Hospital Billing,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_3,0.9655,0.929,0.9536,0.9279
Hospital Billing,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_5,0.9378,0.8926,0.9297,0.9148
Hospital Billing,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_9,0.9364,0.8898,0.9252,0.9161
Hospital Billing,Activity-Activitiy Co Occurrence Bag Of Words w_3,0.9554,0.8988,0.9219,0.9254
Hospital Billing,Activity-Activitiy Co Occurrence Bag Of Words w_5,0.9374,0.8428,0.8776,0.9095
Hospital Billing,Activity-Activitiy Co Occurrence Bag Of Words w_9,0.9112,0.8139,0.8352,0.9021
Hospital Billing,Activity-Activitiy Co Occurrence N-Gram PMI w_3,0.9518,0.9169,0.9462,0.9276
Hospital Billing,Activity-Activitiy Co Occurrence N-Gram PMI w_5,0.9322,0.8891,0.9284,0.9234
Hospital Billing,Activity-Activitiy Co Occurrence N-Gram PMI w_9,0.9291,0.902,0.9322,0.9066
Hospital Billing,Activity-Activitiy Co Occurrence N-Gram PPMI w_3,0.9582,0.9193,0.9469,0.9264
Hospital Billing,Activity-Activitiy Co Occurrence N-Gram PPMI w_5,0.9375,0.8994,0.9325,0.9225
Hospital Billing,Activity-Activitiy Co Occurrence N-Gram PPMI w_9,0.9373,0.9112,0.9361,0.9057
Hospital Billing,Activity-Activitiy Co Occurrence N-Gram w_3,0.9334,0.8716,0.8871,0.9095
Hospital Billing,Activity-Activitiy Co Occurrence N-Gram w_5,0.9218,0.8342,0.8552,0.9104
Hospital Billing,Activity-Activitiy Co Occurrence N-Gram w_9,0.9069,0.8362,0.868,0.8931
Hospital Billing,Activity-Context Bag Of Words PMI w_3,0.6506,0.804,0.809,0.8856
Hospital Billing,Activity-Context Bag Of Words PMI w_5,0.4785,0.8062,0.7912,0.8815
Hospital Billing,Activity-Context Bag Of Words PMI w_9,0.2865,0.8144,0.8131,0.8728
Hospital Billing,Activity-Context Bag Of Words PPMI w_3,0.5134,0.7664,0.7729,0.8777
Hospital Billing,Activity-Context Bag Of Words PPMI w_5,0.3469,0.7778,0.7617,0.8745
Hospital Billing,Activity-Context Bag Of Words PPMI w_9,0.2609,0.8137,0.8113,0.8694
Hospital Billing,Activity-Context Bag Of Words w_3,0.8602,0.8856,0.8783,0.9134
Hospital Billing,Activity-Context Bag Of Words w_5,0.8301,0.8713,0.8748,0.8876
Hospital Billing,Activity-Context Bag Of Words w_9,0.7793,0.8458,0.8435,0.8754
Hospital Billing,Activity-Context N-Grams PMI w_3,0.6353,0.8178,0.8136,0.903
Hospital Billing,Activity-Context N-Grams PMI w_5,0.4501,0.8458,0.8478,0.8863
Hospital Billing,Activity-Context N-Grams PMI w_9,0.2694,0.8572,0.8647,0.8789
Hospital Billing,Activity-Context N-Grams PPMI w_3,0.4955,0.7921,0.7988,0.8971
Hospital Billing,Activity-Context N-Grams PPMI w_5,0.328,0.8423,0.8452,0.8848
Hospital Billing,Activity-Context N-Grams PPMI w_9,0.2464,0.8569,0.8647,0.8776
Hospital Billing,Activity-Context N-Grams w_3,0.8625,0.9142,0.9309,0.9163
Hospital Billing,Activity-Context N-Grams w_5,0.833,0.8946,0.9177,0.8912
Hospital Billing,Activity-Context N-Grams w_9,0.7795,0.875,0.8969,0.879
Hospital Billing,Bose 2009 Substitution Scores w_3,0.7549,0.7867,0.7349,0.9038
Hospital Billing,Bose 2009 Substitution Scores w_5,0.7364,0.7742,0.7399,0.8808
Hospital Billing,Bose 2009 Substitution Scores w_9,0.7379,0.7912,0.7558,0.8748
Hospital Billing,Chiorrini 2022 Embedding Process Structure,0.909,0.4354,0.4365,0.7342
Hospital Billing,De Koninck 2018 act2vec CBOW w_3,0.7787,0.6626,0.707,0.8233
Hospital Billing,De Koninck 2018 act2vec CBOW w_5,0.7673,0.6651,0.7159,0.8178
Hospital Billing,De Koninck 2018 act2vec CBOW w_9,0.7658,0.6719,0.7244,0.8154
Hospital Billing,De Koninck 2018 act2vec skip-gram w_3,0.7445,0.7027,0.7312,0.8544
Hospital Billing,De Koninck 2018 act2vec skip-gram w_5,0.737,0.6685,0.6966,0.8451
Hospital Billing,De Koninck 2018 act2vec skip-gram w_9,0.7289,0.6659,0.6969,0.84
Hospital Billing,Unit Distance,0.0642,0.084,0.0883,0.0
RTFM,Activity-Activitiy Co Occurrence Bag Of Words PMI w_3,0.967,0.9469,0.9799,0.9921
RTFM,Activity-Activitiy Co Occurrence Bag Of Words PMI w_5,0.9325,0.9632,0.9788,0.9905
RTFM,Activity-Activitiy Co Occurrence Bag Of Words PMI w_9,0.9241,0.8906,0.9132,0.9343
RTFM,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_3,0.9814,0.9665,0.9906,0.9938
RTFM,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_5,0.9186,0.9134,0.9194,0.9478
RTFM,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_9,0.9059,0.8989,0.9072,0.9136
RTFM,Activity-Activitiy Co Occurrence Bag Of Words w_3,0.9002,0.8299,0.8631,0.9673
RTFM,Activity-Activitiy Co Occurrence Bag Of Words w_5,0.8993,0.9678,0.9658,0.9959
RTFM,Activity-Activitiy Co Occurrence Bag Of Words w_9,0.8821,0.9315,0.9362,0.9377
RTFM,Activity-Activitiy Co Occurrence N-Gram PMI w_3,0.9731,0.9216,0.9552,0.9848
RTFM,Activity-Activitiy Co Occurrence N-Gram PMI w_5,0.935,0.9652,0.9739,0.9904
RTFM,Activity-Activitiy Co Occurrence N-Gram PMI w_9,0.9244,0.9045,0.9206,0.9305
RTFM,Activity-Activitiy Co Occurrence N-Gram PPMI w_3,0.9824,0.9513,0.9708,0.9906
RTFM,Activity-Activitiy Co Occurrence N-Gram PPMI w_5,0.9187,0.9129,0.9193,0.948
RTFM,Activity-Activitiy Co Occurrence N-Gram PPMI w_9,0.9059,0.9067,0.9084,0.9148
RTFM,Activity-Activitiy Co Occurrence N-Gram w_3,0.9102,0.8966,0.9179,0.9784
RTFM,Activity-Activitiy Co Occurrence N-Gram w_5,0.8946,0.9734,0.9688,0.9967
RTFM,Activity-Activitiy Co Occurrence N-Gram w_9,0.8621,0.9354,0.9401,0.941
RTFM,Activity-Context Bag Of Words PMI w_3,0.8108,0.9977,0.9978,0.9997
RTFM,Activity-Context Bag Of Words PMI w_5,0.5484,0.9526,0.9408,0.993
RTFM,Activity-Context Bag Of Words PMI w_9,0.4103,0.8495,0.8358,0.9252
RTFM,Activity-Context Bag Of Words PPMI w_3,0.7869,0.9975,0.9982,0.9998
RTFM,Activity-Context Bag Of Words PPMI w_5,0.5248,0.9409,0.9303,0.9902
RTFM,Activity-Context Bag Of Words PPMI w_9,0.3972,0.8461,0.8333,0.9217
RTFM,Activity-Context Bag Of Words w_3,0.896,0.9971,0.9973,0.9997
RTFM,Activity-Context Bag Of Words w_5,0.8424,0.9314,0.9198,0.9891
RTFM,Activity-Context Bag Of Words w_9,0.8086,0.9295,0.9335,0.9377
RTFM,Activity-Context N-Grams PMI w_3,0.7313,0.9974,0.9968,0.9997
RTFM,Activity-Context N-Grams PMI w_5,0.483,0.9537,0.943,0.9925
RTFM,Activity-Context N-Grams PMI w_9,0.3323,0.857,0.8513,0.9224
RTFM,Activity-Context N-Grams PPMI w_3,0.7058,0.9971,0.9979,0.9997
RTFM,Activity-Context N-Grams PPMI w_5,0.4615,0.9444,0.9333,0.9905
RTFM,Activity-Context N-Grams PPMI w_9,0.3254,0.8562,0.8512,0.9216
RTFM,Activity-Context N-Grams w_3,0.896,0.9971,0.9973,0.9997
RTFM,Activity-Context N-Grams w_5,0.8352,0.9321,0.9198,0.9896
RTFM,Activity-Context N-Grams w_9,0.7801,0.926,0.932,0.9359
RTFM,Bose 2009 Substitution Scores w_3,0.7612,0.8401,0.7604,0.9786
RTFM,Bose 2009 Substitution Scores w_5,0.7358,0.9207,0.9085,0.9759
RTFM,Bose 2009 Substitution Scores w_9,0.7419,0.8934,0.8783,0.953
RTFM,Chiorrini 2022 Embedding Process Structure,0.982,0.6088,0.6576,0.8487
RTFM,De Koninck 2018 act2vec CBOW w_3,0.8644,0.8246,0.8263,0.9136
RTFM,De Koninck 2018 act2vec CBOW w_5,0.8672,0.8298,0.829,0.9134
RTFM,De Koninck 2018 act2vec CBOW w_9,0.8677,0.8357,0.835,0.9147
RTFM,De Koninck 2018 act2vec skip-gram w_3,0.8474,0.8485,0.8446,0.9219
RTFM,De Koninck 2018 act2vec skip-gram w_5,0.8401,0.8453,0.844,0.9149
RTFM,De Koninck 2018 act2vec skip-gram w_9,0.8409,0.8425,0.841,0.9141
RTFM,Unit Distance,0.0,0.0934,0.0807,0.0
Sepsis,Activity-Activitiy Co Occurrence Bag Of Words PMI w_3,0.9445,0.6468,0.7638,0.908
Sepsis,Activity-Activitiy Co Occurrence Bag Of Words PMI w_5,0.9188,0.5698,0.6801,0.8923
Sepsis,Activity-Activitiy Co Occurrence Bag Of Words PMI w_9,0.8764,0.6737,0.716,0.9274
Sepsis,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_3,0.9396,0.6393,0.7568,0.9056
Sepsis,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_5,0.9089,0.5916,0.7008,0.8958
Sepsis,Activity-Activitiy Co Occurrence Bag Of Words PPMI w_9,0.8232,0.649,0.6921,0.9117
Sepsis,Activity-Activitiy Co Occurrence Bag Of Words w_3,0.9436,0.7436,0.8125,0.9496
Sepsis,Activity-Activitiy Co Occurrence Bag Of Words w_5,0.8959,0.7088,0.743,0.94
Sepsis,Activity-Activitiy Co Occurrence Bag Of Words w_9,0.7136,0.6145,0.6015,0.9131
Sepsis,Activity-Activitiy Co Occurrence N-Gram PMI w_3,0.9399,0.6625,0.7705,0.9141
Sepsis,Activity-Activitiy Co Occurrence N-Gram PMI w_5,0.899,0.6547,0.7395,0.9205
Sepsis,Activity-Activitiy Co Occurrence N-Gram PMI w_9,0.7799,0.6577,0.6852,0.8535
Sepsis,Activity-Activitiy Co Occurrence N-Gram PPMI w_3,0.9267,0.659,0.765,0.9129
Sepsis,Activity-Activitiy Co Occurrence N-Gram PPMI w_5,0.8625,0.6673,0.7474,0.9112
Sepsis,Activity-Activitiy Co Occurrence N-Gram PPMI w_9,0.6381,0.6547,0.6702,0.8145
Sepsis,Activity-Activitiy Co Occurrence N-Gram w_3,0.9374,0.776,0.8407,0.9551
Sepsis,Activity-Activitiy Co Occurrence N-Gram w_5,0.8399,0.7505,0.7633,0.9525
Sepsis,Activity-Activitiy Co Occurrence N-Gram w_9,0.4914,0.6346,0.6267,0.86
Sepsis,Activity-Context Bag Of Words PMI w_3,0.615,0.7906,0.8223,0.9444
Sepsis,Activity-Context Bag Of Words PMI w_5,0.3853,0.7661,0.7897,0.9188
Sepsis,Activity-Context Bag Of Words PMI w_9,0.2236,0.7466,0.7653,0.8719
Sepsis,Activity-Context Bag Of Words PPMI w_3,0.5536,0.7762,0.8129,0.9245
Sepsis,Activity-Context Bag Of Words PPMI w_5,0.3357,0.7622,0.7869,0.9069
Sepsis,Activity-Context Bag Of Words PPMI w_9,0.2071,0.7438,0.7634,0.8683
Sepsis,Activity-Context Bag Of Words w_3,0.717,0.6975,0.7243,0.8939
Sepsis,Activity-Context Bag Of Words w_5,0.5929,0.6169,0.6312,0.8666
Sepsis,Activity-Context Bag Of Words w_9,0.4588,0.6587,0.6638,0.8555
Sepsis,Activity-Context N-Grams PMI w_3,0.6016,0.8144,0.8474,0.9466
Sepsis,Activity-Context N-Grams PMI w_5,0.2969,0.7744,0.8031,0.9001
Sepsis,Activity-Context N-Grams PMI w_9,0.112,0.6934,0.7277,0.7639
Sepsis,Activity-Context N-Grams PPMI w_3,0.5431,0.814,0.8454,0.9315
Sepsis,Activity-Context N-Grams PPMI w_5,0.2675,0.7733,0.8023,0.8898
Sepsis,Activity-Context N-Grams PPMI w_9,0.1101,0.6933,0.7277,0.7629
Sepsis,Activity-Context N-Grams w_3,0.7214,0.7348,0.7591,0.91
Sepsis,Activity-Context N-Grams w_5,0.5086,0.6683,0.6678,0.8681
Sepsis,Activity-Context N-Grams w_9,0.2701,0.6703,0.691,0.7569
Sepsis,Bose 2009 Substitution Scores w_3,0.805,0.737,0.7449,0.9171
Sepsis,Bose 2009 Substitution Scores w_5,0.7899,0.656,0.6517,0.8701
Sepsis,Bose 2009 Substitution Scores w_9,0.7015,0.6498,0.6687,0.8148
Sepsis,Chiorrini 2022 Embedding Process Structure,0.9051,0.4414,0.4839,0.8249
Sepsis,De Koninck 2018 act2vec CBOW w_3,0.6789,0.5409,0.5734,0.7193
Sepsis,De Koninck 2018 act2vec CBOW w_5,0.6765,0.5367,0.5605,0.7211
Sepsis,De Koninck 2018 act2vec CBOW w_9,0.6793,0.5391,0.5579,0.7313
Sepsis,De Koninck 2018 act2vec skip-gram w_3,0.6769,0.5653,0.5971,0.8085
Sepsis,De Koninck 2018 act2vec skip-gram w_5,0.668,0.5552,0.5782,0.798
Sepsis,De Koninck 2018 act2vec skip-gram w_9,0.6694,0.5401,0.5681,0.8007
Sepsis,Gamallo Fernandez 2023 Context Based w_3,0.3232,0.0322,0.0236,0.4277
Sepsis,Unit Distance,0.0,0.075,0.0921,0.0
