r,w,precision@w-1,precision@1
1,2,0.9090909090909091,0.9090909090909091
1,3,0.9090909090909091,0.9090909090909091
1,4,0.9015151515151516,0.9090909090909091
1,5,0.9090909090909091,0.9090909090909091
1,6,0.9212121212121211,0.9090909090909091
1,7,0.9393939393939393,0.9090909090909091
1,8,0.952922077922078,0.9090909090909091
1,9,0.9570707070707072,0.9090909090909091
1,10,0.9606060606060606,0.9090909090909091
1,11,0.787603305785124,0.7024793388429753
1,12,0.6590909090909091,0.6590909090909091
1,13,0.5576923076923076,0.5314685314685316
1,14,0.4815184815184816,0.43506493506493504
1,15,0.41515151515151527,0.3878787878787879
1,16,0.3647727272727272,0.3409090909090909
1,17,0.32319518716577544,0.3262032085561497
1,18,0.285204991087344,0.25252525252525254
1,19,0.25624667729930883,0.20095693779904303
1,20,0.23110047846889953,0.21363636363636368
2,2,0.8909090909090909,0.8909090909090909
2,3,0.896969696969697,0.8909090909090909
2,4,0.893939393939394,0.8954545454545455
2,5,0.895,0.8945454545454546
2,6,0.9133333333333333,0.9015151515151516
2,7,0.9205627705627704,0.9025974025974026
2,8,0.9266233766233763,0.9022727272727272
2,9,0.9297979797979797,0.9020202020202019
2,10,0.9369696969696969,0.9018181818181819
2,11,0.7683471074380165,0.7347107438016528
2,12,0.6418044077134991,0.6318181818181818
2,13,0.543006993006993,0.5300699300699303
2,14,0.46648351648351616,0.4318181818181819
2,15,0.4058441558441556,0.37454545454545457
2,16,0.3538636363636363,0.3494318181818182
2,17,0.31326871657753996,0.3133689839572194
2,18,0.2778669043374928,0.2606060606060606
2,19,0.24851143009037766,0.2555023923444975
2,20,0.22366028708133953,0.2259090909090909
3,2,0.8783333333333334,0.8783333333333334
3,3,0.8722222222222222,0.8711111111111114
3,4,0.8805555555555553,0.8833333333333333
3,5,0.8811666666666669,0.8793333333333336
3,6,0.9018888888888889,0.8966666666666668
3,7,0.8909523809523807,0.8833333333333333
3,8,0.8998214285714287,0.8887500000000004
3,9,0.9131944444444443,0.8992592592592594
3,10,0.9145925925925927,0.8966666666666667
3,11,0.762,0.7539393939393935
3,12,0.6308838383838377,0.608333333333333
3,13,0.5328418803418808,0.522051282051282
3,14,0.4506776556776559,0.4469047619047618
3,15,0.3960158730158728,0.39022222222222197
3,16,0.3431805555555554,0.33624999999999994
3,17,0.30328431372549036,0.29843137254901914
3,18,0.2695751633986926,0.27388888888888885
3,19,0.24380116959064346,0.2607017543859649
3,20,0.21978070175438572,0.2166666666666667
4,2,0.85875,0.85875
4,3,0.8420833333333334,0.84
4,4,0.8702083333333333,0.871875
4,5,0.8571249999999999,0.8519999999999998
4,6,0.88575,0.8837499999999998
4,7,0.8664880952380953,0.8674999999999998
4,8,0.903794642857143,0.9009375
4,9,0.8851736111111113,0.8819444444444443
4,10,0.8858611111111107,0.8845000000000001
4,11,0.7327499999999997,0.7256818181818183
4,12,0.6035037878787872,0.6022916666666664
4,13,0.5153365384615389,0.5148076923076922
4,14,0.4319917582417585,0.4387499999999999
4,15,0.3878809523809522,0.37883333333333336
4,16,0.3349375000000001,0.3453125
4,17,0.2935845588235296,0.2975000000000001
4,18,0.26676470588235285,0.27208333333333345
4,19,0.23821637426900596,0.24750000000000003
4,20,0.21457894736842092,0.21399999999999994
5,2,0.8449999999999994,0.8449999999999994
5,3,0.8429999999999995,0.8413333333333329
5,4,0.8534999999999995,0.8464999999999995
