r,w,precision@w-1,precision@1
1,2,0.9,0.9
1,3,0.8,0.8
1,4,0.6666666666666666,0.7
1,5,0.41,0.12
1,6,0.6266666666666667,0.4666666666666666
1,7,0.8476190476190476,0.8
1,8,0.9714285714285713,0.8
1,9,0.7380952380952381,0.6857142857142857
1,10,0.6911111111111111,0.6
1,11,0.7454545454545455,0.36363636363636365
1,12,0.5287878787878788,0.325
1,13,0.5756410256410256,0.6615384615384615
1,14,0.4824175824175825,0.5571428571428572
1,15,0.3619047619047619,0.29333333333333333
1,16,0.29727272727272724,0.23977272727272725
1,17,0.3095588235294117,0.2235294117647059
1,18,0.28104575163398693,0.32222222222222224
1,19,0.2654970760233918,0.3684210526315789
1,20,0.2273684210526316,0.19
1,21,0.1223809523809524,0.08571428571428572
1,22,0.1913419913419913,0.2636363636363636
1,23,0.15680406549971765,0.23354037267080746
1,24,0.1248447204968944,0.38571428571428573
1,25,0.13563636363636364,0.1752727272727273
1,26,0.12476923076923074,0.34423076923076923
1,27,0.11143671143671145,0.14497354497354498
1,28,0.11613756613756614,0.03571428571428571
1,29,0.08540640394088671,0.2956896551724138
1,30,0.11517241379310346,0.32666666666666666
2,2,0.45,0.45
2,3,0.65,0.6
2,4,0.5933333333333333,0.5599999999999999
2,5,0.5349999999999999,0.32
2,6,0.8666666666666666,0.6833333333333333
2,7,0.8584249084249084,0.8
2,8,0.8076530612244897,0.775
2,9,0.7844444444444444,0.48
2,10,0.8416498316498318,0.7262626262626263
2,11,0.6857219251336899,0.6427807486631016
2,12,0.5336413586413586,0.46190476190476193
2,13,0.48418803418803413,0.5762820512820512
2,14,0.411025641025641,0.4957142857142857
2,15,0.35653679653679654,0.4193939393939393
2,16,0.31576298701298694,0.45243506493506497
2,17,0.3089673913043478,0.15805626598465472
2,18,0.24756158873805933,0.2233693207377418
2,19,0.21198830409356728,0.12842105263157894
2,20,0.217243512005821,0.08242703533026113
2,21,0.20428571428571432,0.2857142857142857
2,22,0.18939393939393945,0.25
2,23,0.16966403162055332,0.11666666666666665
2,24,0.14510869565217394,0.18749999999999997
2,25,0.13833333333333334,0.032
2,26,0.11630303030303032,0.04125874125874126
2,27,0.11228422993128873,0.07690631808278867
2,28,0.11860410830999062,0.09411764705882353
2,29,0.1138302447415748,0.13735084838533113
2,30,0.10072796934865905,0.07999999999999999
3,2,0.6,0.6
3,3,0.7904761904761904,0.7714285714285714
3,4,0.7074074074074075,0.5888888888888888
3,5,0.7487878787878788,0.6909090909090908
3,6,0.8047863247863247,0.7914529914529915
3,7,0.6653174603174603,0.6533333333333333
3,8,0.8586580086580087,0.7522727272727272
3,9,0.812962962962963,0.693925925925926
3,10,0.8585185185185186,0.7029629629629628
3,11,0.6566433566433564,0.6685314685314685
3,12,0.6060606060606057,0.45555555555555555
3,13,0.4464128464128464,0.34944314944314947
3,14,0.33015341483121163,0.26366134429014754
3,15,0.37595238095238087,0.3355555555555555
3,16,0.2911111111111111,0.2166666666666667
3,17,0.30220588235294116,0.19215686274509805
3,18,0.2604292221939281,0.21274651274651274
3,19,0.248862897985705,0.29777777777777775
3,20,0.21189886480908146,0.12019607843137255
3,21,0.1908928571428571,0.173015873015873
3,22,0.17446770223240815,0.12471301247771835
3,23,0.1556051626989842,0.0817546467432051
3,24,0.14955880903085877,0.17993197278911563
3,25,0.11509984984984985,0.15866666666666668
3,26,0.13343589743589743,0.14307692307692307
3,27,0.11311404644737977,0.10343434343434343
3,28,0.10071235436260903,0.03294930875576037
3,29,0.10534649139175001,0.19168190525949147
3,30,0.0983629397422501,0.10666666666666666
4,2,0.5642857142857143,0.5642857142857143
4,3,0.8333333333333334,0.8666666666666666
4,4,0.7964743589743589,0.6740384615384616
4,5,0.8074999999999999,0.6900000000000001
4,6,0.7397368421052632,0.7179824561403508
4,7,0.675,0.45714285714285713
4,8,0.9230357142857144,0.8400000000000001
4,9,0.8194852941176471,0.6870766488413548
4,10,0.6882716049382717,0.5622222222222222
4,11,0.6872377622377621,0.5879603729603728
4,12,0.5607381959126142,0.4808139534883721
4,13,0.4904090137600775,0.5069430805601018
4,14,0.40508826408343745,0.40393264589732336
4,15,0.3726190476190476,0.3145399698340875
4,16,0.26036257692028475,0.2795607696939416
4,17,0.30626414027149323,0.3755656108597285
4,18,0.24020061156030298,0.2089813647190696
4,19,0.2050559687476523,0.15215294829365503
4,20,0.21198552691089995,0.2146151816674205
4,21,0.18808488612836433,0.15869565217391307
4,22,0.16747362307063804,0.18263718263718265
4,23,0.14903553845087017,0.0871906941266209
4,24,0.1417572463768116,0.1137820512820513
4,25,0.12401356589147287,0.05362790697674419
4,26,0.11943704507463562,0.1627333646147981
4,27,0.10520919103008655,0.11980878436102316
4,28,0.09812246666047834,0.05267126148705096
4,29,0.0945593026016611,0.10708670849117344
4,30,0.09333162626607489,0.06896039603960397
5,2,0.66,0.66
5,3,0.7692307692307693,0.7528205128205128
5,4,0.6641176470588236,0.5270588235294118
5,5,0.6679047619047619,0.5904761904761905
5,6,0.7122666666666667,0.6426666666666666
5,7,0.8171428571428571,0.6914285714285715
5,8,0.7872173468862773,0.671171991562484
5,9,0.7084126984126985,0.5165079365079366
5,10,0.7850068226120859,0.599219298245614
5,11,0.6079545454545452,0.5672727272727272
5,12,0.5424163200633787,0.5245315904139434
5,13,0.43362407898614796,0.3663713527851459
5,14,0.4142587237324082,0.35233082706766916
5,15,0.34303512880562054,0.3470163934426229
5,16,0.28877332370290104,0.30995738533766704
5,17,0.3036993036234764,0.2388829491255962
5,18,0.2446711458476165,0.2540637140637141
5,19,0.2468093367194779,0.2877805378190487
5,20,0.20053805354172538,0.1614907573047108
5,21,0.18927329192546577,0.20259489302967565
5,22,0.1730993828866169,0.1725338491295938
5,23,0.15418176649377266,0.1334282096122535
5,24,0.1492873402867662,0.14452527124599407
5,25,0.12856032687279567,0.08216945987281656
5,26,0.11517106622860043,0.10942256558694914
5,27,0.10673305627434068,0.0744274549779137
5,28,0.09024207519782745,0.061238938053097346
5,29,0.09519333156021673,0.10515493817938562
5,30,0.09037284868380939,0.10689053818617296
6,2,0.5666666666666667,0.5666666666666667
6,3,0.7999999999999999,0.7888888888888888
6,4,0.6876984126984127,0.6619047619047619
