r,w,precision@w-1,precision@1
1,2,0.6923076923076923,0.6923076923076923
1,3,0.75,0.717948717948718
1,4,0.7692307692307693,0.7403846153846154
1,5,0.8057692307692308,0.7307692307692307
1,6,0.832051282051282,0.7243589743589743
1,7,0.8516483516483516,0.7252747252747253
1,8,0.8626373626373629,0.7163461538461539
1,9,0.8707264957264957,0.7222222222222222
1,10,0.8769230769230771,0.7192307692307692
1,11,0.7290209790209791,0.6013986013986012
1,12,0.6089743589743588,0.5448717948717949
1,13,0.5083826429980275,0.45562130177514804
1,14,0.4420963651732883,0.26373626373626374
1,15,0.38296703296703305,0.20000000000000004
1,16,0.33589743589743587,0.25240384615384615
1,17,0.295673076923077,0.22398190045248864
1,18,0.2644544997486173,0.21794871794871792
1,19,0.2347053531264058,0.1234817813765182
1,20,0.215080971659919,0.12884615384615383
1,21,0.19130036630036637,0.16117216117216115
1,22,0.17640692640692637,0.14160839160839161
1,23,0.1602310732745515,0.13712374581939796
1,24,0.14625139353400227,0.09775641025641026
1,25,0.133525641025641,0.12000000000000002
1,26,0.12343195266272187,0.08136094674556213
1,27,0.11746657900504055,0.0754985754985755
1,28,0.10826602172756018,0.049450549450549455
1,29,0.10075932025534148,0.05437665782493369
1,30,0.09613004148813166,0.05512820512820513
2,2,0.665,0.665
2,3,0.7484999999999999,0.7186666666666668
2,4,0.7450000000000003,0.6925
2,5,0.8038928571428567,0.7244285714285713
2,6,0.8540833333333332,0.7729166666666666
2,7,0.8269708994708993,0.6800000000000002
2,8,0.8529821428571429,0.6825
2,9,0.8884659090909091,0.7364646464646464
2,10,0.8839259259259257,0.7334999999999999
2,11,0.7351398601398597,0.6203846153846149
2,12,0.6088852813852814,0.5431547619047616
2,13,0.5095000000000006,0.417025641025641
2,14,0.4399313186813184,0.29571428571428604
2,15,0.38528991596638645,0.20813725490196075
2,16,0.3356296296296296,0.2532986111111111
2,17,0.2998819659442725,0.22475232198142425
2,18,0.2579705882352943,0.231888888888889
2,19,0.24162698412698425,0.12789473684210523
2,20,0.2198576555023921,0.1236136363636364
2,21,0.19332505175983436,0.1732919254658384
2,22,0.18026695526695527,0.1491287878787878
2,23,0.15819328063241098,0.12042608695652174
2,24,0.14628344481605335,0.08764423076923075
2,25,0.13333117283950627,0.12515555555555555
2,26,0.12638901098901095,0.08549450549450553
2,27,0.1168000294724431,0.0780523627075351
2,28,0.10974691358024674,0.07059523809523811
2,29,0.10162204036230732,0.061585094549499446
2,30,0.09394827586206915,0.05041666666666665
3,2,0.6433333333333333,0.6433333333333333
3,3,0.7383333333333333,0.7137499999999999
3,4,0.7326111111111111,0.6756666666666665
3,5,0.7702916666666667,0.6923333333333332
3,6,0.801777777777778,0.6992857142857141
3,7,0.8214831349206346,0.7023214285714287
3,8,0.8313690476190478,0.7143055555555554
3,9,0.8602337962962963,0.7157592592592593
3,10,0.8717777777777778,0.737848484848485
3,11,0.707465909090909,0.5754924242424242
3,12,0.5901884226884218,0.4802777777777783
3,13,0.5061362942612946,0.44333333333333313
3,14,0.43128937728937705,0.29847619047619034
3,15,0.3786344246031743,0.23537499999999986
3,16,0.337983660130719,0.26780637254901946
3,17,0.2854054330065362,0.2159313725490194
3,18,0.26036005045292965,0.215253411306043
3,19,0.22430872319688117,0.1295614035087719
3,20,0.2107832080200499,0.12650000000000003
3,21,0.18994300144300136,0.15136363636363626
3,22,0.16816174164000258,0.12259552042160742
3,23,0.15190752635046104,0.13322463768115944
3,24,0.1447915458937198,0.08422222222222223
3,25,0.13514252136752147,0.11203589743589744
3,26,0.12470256410256406,0.07914529914529914
3,27,0.1108415581332247,0.0652777777777778
3,28,0.10499346226357713,0.059035303776683055
3,29,0.09921777504105092,0.05266091954022987
3,30,0.0915837350142134,0.05362365591397848
4,2,0.64,0.64
4,3,0.7063636363636365,0.6675757575757576
4,4,0.7256547619047616,0.6823214285714285
4,5,0.7668970588235294,0.6833235294117648
4,6,0.7820166666666667,0.701
4,7,0.7778053830227742,0.6387267080745341
4,8,0.8194745879120876,0.710889423076923
4,9,0.8084770114942529,0.6576819923371646
4,10,0.8388958333333332,0.6585624999999999
4,11,0.7006649350649349,0.5582727272727271
4,12,0.5766427432216905,0.4968201754385963
4,13,0.4847080206378989,0.4325422138836773
4,14,0.4173214285714287,0.2824025974025972
4,15,0.380084853090172,0.23608156028368796
4,16,0.32128499999999993,0.2641875
4,17,0.2783339692008878,0.19159822419533856
4,18,0.24945728291316516,0.21182539682539686
4,19,0.22784889483595994,0.11877787689562895
4,20,0.20694715619694384,0.13104032258064516
4,21,0.18756181318681303,0.1596282051282051
4,22,0.1700713012477718,0.130548128342246
4,23,0.14826177420252726,0.11864360073484383
4,24,0.13855500881316113,0.0771396396396396
4,25,0.12628279220779232,0.11544675324675321
4,26,0.12061153846153834,0.06908653846153844
4,27,0.10929053822126107,0.07192659526996872
4,28,0.10535798880275625,0.06503737541528239
4,29,0.09365511014556924,0.05718423091824873
4,30,0.09016491754122936,0.05417028985507246
5,2,0.6140000000000001,0.6140000000000001
5,3,0.6785238095238094,0.6343333333333335
5,4,0.6924444444444444,0.6292777777777775
5,5,0.7449681818181818,0.6685636363636361
5,6,0.7499846153846152,0.6623589743589743
5,7,0.774325396825397,0.6492380952380953
5,8,0.77584243697479,0.6397205882352938
5,9,0.8083801169590643,0.6609941520467835
5,10,0.8274201058201052,0.6846666666666664
5,11,0.6757940711462446,0.5435296442687748
5,12,0.5682363636363633,0.49733333333333335
5,13,0.46321082621082627,0.376153846153846
5,14,0.41746078059871217,0.2699310344827587
5,15,0.3624814132104454,0.20204731182795702
5,16,0.31056388888888903,0.25050378787878796
5,17,0.28304936974789924,0.2001344537815125
5,18,0.23773608903020677,0.19177477477477475
5,19,0.22166164342480132,0.11500539811066118
5,20,0.20547522464698306,0.1371439024390244
5,21,0.17775138427464,0.1516046511627906
5,22,0.16590572390572383,0.14393939393939392
5,23,0.14676620973845758,0.14134782608695656
5,24,0.13721835255841466,0.08930102040816326
5,25,0.12702143790849674,0.1113819607843137
5,26,0.11170600870827281,0.07488243831640053
5,27,0.10514050764050768,0.06905387205387203
5,28,0.0969443516197902,0.055988721804511254
5,29,0.0917182307756533,0.055224430157802436
5,30,0.08936461277557939,0.05749180327868851
6,2,0.5983333333333333,0.5983333333333333
6,3,0.6450326797385623,0.6082679738562095
6,4,0.6904419191919193,0.6332196969696974
6,5,0.7061666666666667,0.6217037037037038
6,6,0.7296250000000002,0.6290972222222223
6,7,0.7373541398541397,0.6173938223938226
6,8,0.7810714285714283,0.6315773809523808
6,9,0.7872197596532703,0.6591489361702131
