r,w,precision@w-1,precision@1
1,2,0.6,0.6
1,3,0.5,0.5333333333333333
1,4,0.35,0.45
1,5,0.6599999999999999,0.76
1,6,0.4133333333333333,0.4666666666666667
1,7,0.519047619047619,0.5714285714285714
1,8,0.4892857142857142,0.525
1,9,0.6833333333333333,0.7555555555555555
1,10,0.46222222222222237,0.45999999999999996
1,11,0.5836363636363637,0.6727272727272726
1,12,0.26541125541125543,0.2733333333333333
1,13,0.23974358974358972,0.26153846153846155
1,14,0.34285714285714286,0.48571428571428565
1,15,0.18355311355311354,0.2033333333333333
1,16,0.2858333333333333,0.2625
1,17,0.17518382352941175,0.1411764705882353
1,18,0.04624183006535948,0.03333333333333333
1,19,0.21637426900584794,0.22105263157894733
1,20,0.13578947368421054,0.11000000000000001
1,21,0.09116791979949875,0.14776942355889724
1,22,0.09393939393939395,0.1
1,23,0.07213438735177866,0.06956521739130435
1,24,0.037939958592132506,0.008333333333333333
1,25,0.03095833333333333,0.008
1,26,0.08425101214574897,0.09230769230769231
1,27,0.06468475164127338,0.06666666666666667
1,28,0.05829388285528636,0.05714285714285714
1,29,0.04095707248416608,0.07586206896551724
1,30,0.0560919540229885,0.09333333333333334
2,2,0.7333333333333333,0.7333333333333333
2,3,0.7249999999999999,0.75
2,4,0.6904761904761905,0.7428571428571429
2,5,0.6449999999999999,0.74
2,6,0.6073015873015873,0.6492063492063492
2,7,0.4466269841269842,0.49444444444444446
2,8,0.5406746031746031,0.6458333333333333
2,9,0.6483080808080808,0.648080808080808
2,10,0.5524242424242424,0.5963636363636363
2,11,0.3836363636363636,0.4636363636363637
2,12,0.4114568764568764,0.44360805860805863
2,13,0.3930402930402931,0.3484249084249084
2,14,0.41060606060606064,0.47575757575757577
2,15,0.2538095238095238,0.2666666666666667
2,16,0.28040616246498595,0.3325980392156863
2,17,0.16618589743589746,0.2963499245852187
2,18,0.19631153160564924,0.22354312354312356
2,19,0.12688713763017168,0.1383056571911061
2,20,0.1081453634085213,0.11595238095238096
2,21,0.14213156408808583,0.20412196499153018
2,22,0.13868266592519082,0.18963388033155476
2,23,0.06094557616296746,0.0891304347826087
2,24,0.07019063545150502,0.034942307692307696
2,25,0.0717511236040648,0.04262626262626263
2,26,0.06438872418994122,0.06604774535809019
2,27,0.05125407925407925,0.09950168350168351
2,28,0.046737265124361896,0.10543988269794721
2,29,0.07434002778830365,0.09210875331564987
2,30,0.03450423510490251,0.04875017455662617
3,2,0.64,0.64
3,3,0.6714285714285715,0.6825396825396826
3,4,0.6544444444444444,0.6588888888888889
3,5,0.6857575757575758,0.7321212121212122
3,6,0.3208888888888889,0.3977777777777778
3,7,0.5912305272986387,0.6738286893704851
3,8,0.35973389355742297,0.4
3,9,0.443660797525214,0.5192533265530977
3,10,0.6706666666666669,0.7346666666666667
3,11,0.2959593837535014,0.3758403361344538
3,12,0.4541958041958042,0.506993006993007
3,13,0.3553018162393162,0.3832417582417582
3,14,0.31065563283583303,0.25665872133057893
3,15,0.2782364128447078,0.3103676395289299
3,16,0.24527910685805415,0.26417464114832534
3,17,0.2451211442532831,0.23524551223319418
3,18,0.1545649409975786,0.22943280523925685
3,19,0.19628127191056252,0.1931523472713404
3,20,0.09625288189183848,0.1407887835985458
3,21,0.15409129500989965,0.2435568307661331
3,22,0.11595725918420954,0.09942080378250591
3,23,0.12605308583048047,0.11079339991636121
3,24,0.10585113208980432,0.11789413032972751
3,25,0.07249687995097599,0.12909918392969238
3,26,0.08166468722534297,0.10652374947456913
3,27,0.042009016624401235,0.04871572871572871
3,28,0.08252457870344047,0.10098446269177977
3,29,0.07311224098713671,0.09082768246769915
3,30,0.06678707827213941,0.0841726712578372
4,2,0.6607142857142857,0.6607142857142857
4,3,0.4,0.42000000000000004
4,4,0.6731060606060606,0.6954545454545455
4,5,0.6034453781512605,0.6419327731092437
4,6,0.5120952380952382,0.5167857142857143
4,7,0.6325793650793651,0.715952380952381
4,8,0.5438873626373626,0.5966346153846154
4,9,0.5738620071684588,0.6716308243727599
4,10,0.5140931372549019,0.5991579696394687
4,11,0.4678197945845004,0.47815592903828197
4,12,0.31945986820448796,0.35395743663318985
4,13,0.3083330985508879,0.41777323980992015
4,14,0.3465007544183356,0.3492304484585429
4,15,0.20404693976432076,0.22925511101157497
4,16,0.22170299537439492,0.26548032239715813
4,17,0.22870375489377034,0.25216472553933855
4,18,0.20265696177460873,0.23713804713804715
4,19,0.18082104689636208,0.19941834780210468
4,20,0.13569146752018615,0.15016882481458335
4,21,0.11481015971606034,0.10366341319136349
4,22,0.09260728922661929,0.13161768090590348
4,23,0.1141186577500111,0.13012189864608725
4,24,0.11110428346590899,0.13055253314788387
4,25,0.05571282210001936,0.10079522214343131
4,26,0.08136184816606457,0.07822208688883078
4,27,0.07589026327715842,0.12453939179539589
4,28,0.08149775874589939,0.11533975659229209
4,29,0.06353675629965137,0.08766972678013167
4,30,0.06178576598568582,0.10267071870666063
5,2,0.55,0.55
5,3,0.6869230769230769,0.7253846153846155
5,4,0.518681917211329,0.5768954248366013
5,5,0.6604761904761903,0.7577142857142858
5,6,0.34634641928120186,0.3618213710605015
5,7,0.6785714285714286,0.7195238095238095
5,8,0.663885918003565,0.7339037433155081
5,9,0.5572440670474637,0.600063239494084
5,10,0.635215239367295,0.6951544126692031
5,11,0.5429062953637148,0.6022412402855347
5,12,0.37350711270968723,0.46469089763565
5,13,0.259545159194282,0.29756785125206175
5,14,0.2956061883981794,0.32034116791625133
5,15,0.2356887268863333,0.2987900968164228
5,16,0.21318356691061088,0.2636264427396503
5,17,0.14372828575880547,0.18107325932358243
5,18,0.1911543736017337,0.2116872287926487
5,19,0.12186479307022605,0.15680292542771318
5,20,0.11279017171576151,0.14984422474077647
5,21,0.13314587053302987,0.18491556360857003
5,22,0.10303712890505028,0.13579395967821156
5,23,0.13304033601734358,0.15765469980037589
5,24,0.10472483801902581,0.15337756849116385
5,25,0.0909184156641509,0.11276747447685272
5,26,0.07748062397372742,0.12312440584219168
5,27,0.07026777597488665,0.08655090272431762
5,28,0.07645117004672435,0.10188144382707975
5,29,0.07231202464731827,0.08667345407780516
5,30,0.05981251434743177,0.1090909090909091
6,2,0.5590909090909091,0.5590909090909091
6,3,0.6660130718954249,0.7120915032679738
6,4,0.6915295815295814,0.7005411255411256
6,5,0.6294264069264068,0.6957142857142857
6,6,0.636605222734255,0.6924123143881208
6,7,0.5415791944017749,0.6181163594470046
6,8,0.5551033988940632,0.6304859512343414
6,9,0.6649219376100064,0.7118785155226005
6,10,0.5699478081831023,0.5990058960647195
6,11,0.5110441339526796,0.5739078510825616
6,12,0.42146762675265037,0.4509996141284674
6,13,0.32912618913365205,0.4213595392882019
6,14,0.37461316708166237,0.34494975702166214
6,15,0.22553746266276048,0.24030639831342201
6,16,0.2591016480946361,0.296833634429636
6,17,0.17104336894708436,0.208618414717712
6,18,0.16841596362240455,0.21719855466295696
6,19,0.1755886216785099,0.22666517280487009
6,20,0.12687101124036654,0.1795015015734986
6,21,0.1339255857534298,0.15432217097843592
6,22,0.1356685750816161,0.15344051879172355
6,23,0.10932642048421042,0.13417305046747574
6,24,0.10974739603582759,0.1424109371608687
6,25,0.10249326960332758,0.12438661784246086
6,26,0.08282999269414784,0.12222237497081215
6,27,0.08870481529269322,0.12076003807400677
6,28,0.07412712606608082,0.11188274176416471
6,29,0.0798111839723539,0.10128381114304856
6,30,0.05920810922690669,0.08502929352809803
7,2,0.6142857142857142,0.6142857142857142
7,3,0.6700751879699248,0.6885714285714286
7,4,0.6472557319223986,0.6936825396825397
7,5,0.635446714837214,0.6590448771277142
7,6,0.6781335042387674,0.7015379404853088
7,7,0.6423770585675348,0.6852552738267025
7,8,0.5827295955679332,0.6284523635401214
7,9,0.5557724814063556,0.5579183439954231
7,10,0.7059036948112576,0.7758703481392557
7,11,0.42830815856965526,0.46310987081399724
7,12,0.4083286342835895,0.45530705900460455
7,13,0.38928746489336846,0.4357776146449215
7,14,0.285720959235987,0.3569988415473813
7,15,0.2752402480792477,0.32411199298085563
7,16,0.2460320978240187,0.2978777764001472
7,17,0.193921942358042,0.22191155552847697
7,18,0.18900227971094835,0.20895399904062034
7,19,0.16854251642177337,0.18124060150375937
7,20,0.1291236973258202,0.14361343138654065
7,21,0.10590459785346165,0.12726335418603194
7,22,0.11039854045875282,0.14094204896419668
7,23,0.10541844794033768,0.13785319385040395
7,24,0.12509826424740988,0.1400620324817896
7,25,0.08880511631508907,0.11936398412342016
7,26,0.08930473431285717,0.12000975432178651
7,27,0.08678621744198836,0.10905394283796391
7,28,0.06766833716295403,0.08083798580700206
7,29,0.0767857633440166,0.09023095090364004
7,30,0.06099321182950167,0.06855842725387709
8,2,0.5433333333333332,0.5433333333333332
8,3,0.6626623376623377,0.6438311688311689
